,Titles,Brands,Prices,Stars,Ratings,Review_Words
1258,"JBL Endurance Sprint Waterproof Wireless in-Ear Sport Bluetooth Headphones Earbuds with Touch Controls, Black (Renewed)",Amazon Renewed,28.95,4.0,28.0,['No Review']
1259,JBL Reflect Contour 2 Wireless Sport In-Ear Headphones with Three-Button Remote and Microphone (Blue),JBL,49.95,3.9,97.0,"['sound quality', 'battery life', 'get loud', 'something else', 'fall out of ears', 'quality sound', 'bass', 'earbuds', 'volume', 'sweat', 'returned', 'workouts', 'buds', 'ear', 'owned', 'warranty', 'wireless']"
1260,Sennheiser HD1 Wireless Headphones with Active Noise Cancellation – Ivory (Discontinued by Manufacturer),Sennheiser Consumer Audio,472.43,4.1,340.0,"['sound quality', 'noise cancellation', 'battery life', 'noise cancelling', 'ear cups', 'build quality', 'quiet comfort', 'great sound', 'top of my head', 'bluetooth connection', 'bose quiet', 'active noise', 'ear pads']"
1261,JBL E25BT Bluetooth in-Ear Headphones White (Renewed),Amazon Renewed,32.99,3.9,62.0,['No Review']
1262,JBL Duet Bluetooth Wireless On-Ear Headphones - Black,JBL,,4.3,143.0,"['stopped working', 'sound quality', 'great sound', 'sound is great', 'headphone', 'bluetooth', 'ear', 'gym', 'phones', 'range', 'computer', 'connect', 'fall', 'function', 'hear', 'leather', 'noise']"
1263,"Monster iSport Achieve Wireless in-Ear Sweat-Proof Bluetooth Sport Headphones, Green (137088-00)",Monster,35.09,3.2,67.0,['No Review']
1264,Monster Turbine Pearl High-Performance In-Ear Speakers with ControlTalk (Discontinued by Manufacturer),Monster,49.88,3.4,51.0,"['sound quality', 'earbuds', 'turbine pearl', 'ear hooks', 'build quality', 'honest opinion', 'ear tips', 'headphones', 'really like', 'ear speakers', 'crisp and clear', 'fit your ears', 'ultimate ears', 'fit well', 'much better']"
1265,Panasonic RP-HJE50 W Stereo Earbud Headphones with Replacement Earpads (White) (Discontinued by Manufacturer),Panasonic,,3.7,7.0,['No Review']
1266,Skullcandy Jib True Wireless in-Ear Earbud - True Black,Skullcandy,,,0.0,['No Review']
1267,"Samsung Corded Type-C Earphones, White (EO-IC100BWEGUS) (Renewed)",Amazon Renewed,11.99,5.0,8.0,['No Review']
1268,"Samsung Galaxy Buds+ Plus, True Wireless Earbuds w/improved battery and call quality (Wireless Charging Case included), Black – US Version (Renewed)",Amazon Renewed,107.99,4.4,54.0,['No Review']
1269,"Skullcandy Jib in-Ear Noise-Isolating Earbuds with Microphone and Remote for Hands-Free Calls, Lightweight, Stereo Sound and Enhanced Base, Wired 3.5mm Jack, Miami/Black",Skullcandy,,3.7,132.0,['No Review']
1270,3.28 ft. 20kHz. Gumy Earbuds in Red,JVC,14.25,,0.0,['No Review']
1271,Philips UpBeat ClearTones in Ear Earbud Headphones with Mic - Black (SHE3015BK/27),PHILIPS,16.95,4.6,2.0,['No Review']
1272,JVC Victor In-ear Stereo Headphones for smartphones | HA-FRD60-R Red (Japanese Import),JVC,33.08,3.3,14.0,['No Review']
1273,"Koss QZ Buds in-Ear Active Noise Cancelling Earbuds, in-Line Microphone and Touch Remote Control, Monitor Mode, Carry Case Included, Wired with 3.5mm Plug, Black",Koss,99.99,3.1,6.0,['No Review']
1274,Evolve 65T True Wireless Professional UC Headset - MS Version,Jabra,244.95,3.6,13.0,['No Review']
1275,"Monster DNA In-Ear Headphones, White",Monster,29.0,4.2,141.0,"['sound quality', 'earbuds', 'worth the money', 'ear tips', 'headphones', 'skullcandy', 'feel cheap', 'tangle free', 'quality is ok at best', 'in-ear headphones', 'amazing monster sound', 'build quality', 'worth its price']"
1276,"Pioneer Truly Wireless in-Ear Headphones, Black, SE-C8TW(B)",Pioneer,,3.2,80.0,"['battery life', 'sound quality', 'charging case', 'left and right', 'wireless earbuds', 'true wireless', 'truly wireless', 'in-ear headphones', 'great sound', 'wireless headphones', 'works well', 'bluetooth headphones']"
1277,JVC HA-FX101-W Xtreme Xplosives In Ear Headphones - White,JVC,18.9,3.5,23.0,['No Review']
1278,Philips SHE3590BK/28 In-Ear Headphones (Black),PHILIPS,6.99,4.1,806.0,"['sound quality', 'great sound', 'build quality', 'stopped working', 'long time', 'still work', 'really good', 'in-ear headphones', 'price range', 'washing machine', 'anything else', 'price point', 'second pair']"
1279,"Koss BT232i Wireless Bluetooth Earclips, in-Line Microphone, Volume Control and Touch Remote, Sweat Resistant, Dark Grey and Black",Koss,34.99,3.7,43.0,"['sound quality', 'battery life', 'life is good', 'sound good', 'ear', 'headphones', 'stay', 'running', 'bluetooth', 'earbuds', 'bass', 'cord', 'performance', 'volume', 'wireless', 'workout', 'advertised']"
1280,Sony MDREX15AP/L Fashion Color Series Earbud Headset with Mic Blue,Sony,,4.2,325.0,['No Review']
1281,NCAA Virginia Cavaliers SportBuds Headphones,Koss,15.59,3.5,2.0,['No Review']
1282,JVC HAFX21BT Powerful Sound Wireless Bluetooth in Ear Headphones - White,JVC,43.72,3.6,18.0,['No Review']
1283,Skullcandy Uproar Wireless On-Ear Headphone - White/Grey,Skullcandy,34.99,4.3,306.0,"['battery life', 'sound quality', 'much better', 'charge it every', 'another pair', 'good sound', 'great price', 'pretty good', 'long time', 'long battery', 'love these headphones', 'quality is good', 'bluetooth headphones']"
1284,"Panasonic RP-HV41-D Eardrops Stereo Earbud Style Earphones, Orange/Light Blue (Discontinued by Manufacturer)",Panasonic,7.9,3.3,7.0,['No Review']
1285,Audio-Technica ATH-CKS990iS Solid Bass In-Ear Headphones with In-line Microphone & Control,Audio-Technica,99.0,3.4,73.0,"['audio technica', 'stopped working', 'sound quality', 'ear headphones', 'solid bass', 'sound great', 'in-ear headphones', 'great bass', 'great sound', 'ears', 'headphone', 'highs', 'burn', 'cks', 'earbuds', 'tinny']"
1286,"Sony WF-1000XM3 Industry Leading Noise Canceling Truly Wireless Earbuds Headset/Headphones with Alexa Voice Control And Mic For Phone Call, Black",Sony,228.0,4.1,5001.0,"['sound quality', 'noise cancellation', 'battery life', 'true wireless', 'wireless earbuds', 'call quality', 'google assistant', 'touch controls', 'left earbud', 'listening to music', 'noise cancelation', 'earbud']"
1287,Skullcandy Hesh (Discontinued by Manufacturer),Skullcandy,,4.4,314.0,"['sound quality', 'skullcandy', 'detachable cable', 'great headphones', 'great sound', 'definitely recommend', 'son loves', 'year old', 'crisp sound', 'good for the price', 'best headphones', 'pretty good', 'good sound']"
1288,"JVC Gumy Gamer, in Ear Earbud Headphones with Mic, Remote, and Mute Switch for Gaming and Chatting, Powerful Sound, Comfortable and Secure Fit, Silicone Ear Pieces S/M/L - HAFX7GW (White)",JVC,13.95,4.0,130.0,"['mute switch', 'volume control', 'mute button', 'mic mute', 'sound quality', 'earbuds', 'decent sound', 'earbuds with a mute', 'gaming', 'microphone', 'headphones', 'headset', 'hear', 'calls', 'noise', 'okay', 'bother']"
1289,Sony - H700 Hi-Res Wireless in Ear Headphone Black (WIH700/B) (Certified Refurbished),Amazon Renewed,149.99,,0.0,['No Review']
1290,Panasonic Rphv096 Black Headphone Ear Bud,Panasonic,,,0.0,['No Review']
1291,"Plantronics BackBeat FIT 350 Wireless Headphones, Stable, Ultra-Light, Sweatproof in Ear Workout Headphones, Black",Plantronics,59.99,3.8,344.0,"['sound quality', 'battery life', 'noise cancelling', 'rubber cover', 'great sound', 'wireless headphones', 'backbeat fit', 'noise cancellation', 'bluetooth headphones', 'pretty good', 'good sound', 'really good']"
1292,"JBL REFLECT FLOW - True Wireless Earbuds, Bluetooth Sport Headphones with Microphone, Waterproof, up to 30 Hours Battery, Charging Case and Quick Charge, works with Android and Apple iOS (Teal)",JBL,105.99,3.9,563.0,"['battery life', 'sound quality', 'charging case', 'earbuds', 'noise cancellation', 'great sound', 'volume control', 'right earbud', 'ambient aware', 'left earbud', 'stopped charging', 'push a button', 'noise cancelling']"
1293,Koss 179772 Noise Isolating In Ear Earbuds (white),Koss,,,0.0,['No Review']
1294,"BeatsX Wireless Earphones - Apple W1 Headphone Chip, Class 1 Bluetooth, Black-Red (Renewed)",Amazon Renewed,,4.0,34.0,['No Review']
1295,JVC 18.2 x 7 x 3 cm Gumy Sweat-Proof Sport Wireless Bluetooth in-Ear Headphones - Black,JVC,36.7,3.8,27.0,['No Review']
1296,Koss 186602 Keb6i In-Ear Headphones (Violet),Koss,,,0.0,['No Review']
1297,"Monster iSport Bluetooth Wireless In-Ear Sports Headphones - Blue, Running, Sweatproof",Monster,39.99,2.7,313.0,"['battery life', 'sound quality', 'stopped working', 'fully charged', 'waste of money', 'earbuds', 'bluetooth', 'stay in my ear', 'bluetooth connection', 'every time', 'sound good', 'fully charge']"
1299,Koss 183046 Traditional Mossy Oak Stereophone Earbuds (Pink),Koss,12.89,2.5,5.0,['No Review']
1300,KOSS 183707 / KE5k Earphone Stereo - Black - Wired - 32 Ohm - 70 Hz 20 kHz - Earbud - Binaural - Open - 4 ft Cable,Koss,18.13,,0.0,['No Review']
1301,"Sennheiser CX 150BT Bluetooth 5.0 Wireless Headphone - 10-Hour Battery Life, USB-C Fast Charging, Two Device Connectivity - White (CX 150BT White)",Sennheiser Consumer Audio,49.95,3.6,41.0,"['earbuds', 'battery life', 'sound quality', 'ear tips', 'several times', 'build quality', 'audio equipment', 'price point', 'quality sound', 'much better', 'sound great', 'good sound', 'sound as good', 'headphones']"
1302,Sony MDRE828LP/SLV Lightweight Earbuds (Silver),Sony,,4.0,281.0,"['sound quality', 'years ago', 'good sound', 'foam covers', 'carrying case', 'price range', 'headphones', 'great sound', 'fit my ears', 'ear canal', 'sound good', 'getting harder', 'long time', 'last long', 'sound great']"
1303,"Bang & Olufsen Beoplay H9i Wireless Bluetooth Over-Ear Headphones with Active Noise Cancellation, Transparency Mode and Microphone – Black - 1645026",Bang & Olufsen,,4.1,1143.0,"['sound quality', 'noise cancelling', 'noise cancellation', 'battery life', 'touch controls', 'bang and olufsen', 'build quality', 'transparency mode', 'ear cups', 'bowers and wilkins', 'proximity sensor', 'pair of headphones']"
1304,"Skullcandy Jib In-Ear Noise-Isolating Earbuds, Lightweight, Stereo Sound and Enhanced Base, Wired 3.5mm Jack Connectivity, Purple",Skullcandy,,4.3,994.0,"['skullcandy', 'sound quality', 'stopped working', 'great sound', 'low price', 'earbud', 'buy a new', 'last long', 'long time', 'really good', 'new pair', 'outside noise', 'fit well', 'even though', 'years ago', 'left side']"
1305,JVC Haf160 Grape Violet Gumy Bass Boost Stereo Earbud Headphones Ha-f160-v New Great Gift Ship Worldwide,JVC,13.87,4.0,0.0,['No Review']
1306,Shure SE425-CL-EFS Sound Isolating Earphones,Shure,,4.0,50.0,['No Review']
1307,JVC Gumy Plus in Ear Headphones - Pink,JVC,21.72,,0.0,['No Review']
1309,"Sony MDRXB510AS/B Extra Bass Wired Headphones, Best Sports Headphones W/Mic IPX5 Stereo Sweatproof Earbuds Durable Comfortable Gym Running Workout (Limited Edition)",Sony,38.99,4.1,825.0,"['sound quality', 'extra bass', 'great sound', 'noise cancelling', 'stopped working', 'stay in place', 'highly recommend', 'make sure', 'much bass', 'pretty good', 'mids and highs', 'noise cancellation']"
1310,JVC HAFX38B Black Marshmallow in-Ear Headphones Original/New Brand,JVC,18.7,4.1,87.0,['No Review']
1311,"Plantronics BackBeat FIT 305 Sweatproof Sport Earbuds, Wireless Headphones, Black/Grey (Renewed)",Amazon Renewed,29.99,3.6,111.0,"['right earbud', 'sound quality', 'missing clip', 'ear', 'headphones', 'running', 'earbuds', 'volume', 'broke', 'control', 'neck', 'noise', 'stay', 'cord', 'decent', 'loud', 'outside', 'pouch', 'shirt']"
1312,Sony MDR-W20G Sports Vertical In-The-Ear Headphones (Discontinued by Manufacturer),Sony,129.99,3.7,17.0,"['sound great', 'cord', 'bass', 'headphone', 'earbuds', 'mdr-w', 'please', 'sports', 'gym', 'ipod', 'audio', 'earphones', 'player', 'pocket', 'rain', 'weak']"
1313,SONY Wireless Noise canceling Stereo Headset WF-1000X NM (Champagne Gold)【Japan Domestic Genuine Products】,Sony,191.27,3.1,191.0,['No Review']
1314,"Samsung Galaxy Buds+ Plus, True Wireless Earbuds, Red and Samsung Wireless Charger Duo Pad, Fast Charge 2.0, Black (US Version)",SAMSUNG,,5.0,0.0,['No Review']
1315,Audio-Technica ATH-CKR100iS Sound Reality In-Ear High-Resolution Headphones with In-Line Mic & Control,Audio-Technica,219.0,4.2,34.0,['No Review']
1316,"Sony Extra Bass Bluetooth Headphones, Best Wireless Sports Earbuds with Mic/Microphone, IPX4 Splashproof Stereo Comfort Gym Running Workout up to 8.5 Hour Battery, Black (International Version)",Sony,39.99,4.0,53.0,['No Review']
1317,Sony MDR-W08L Vertical In-The-Ear Headphones,Sony,138.0,4.2,1721.0,"['sound quality', 'lightweight', 'great sound', 'another pair', 'good sound', 'last long', 'ultra lightweight', 'highly recommend', 'headphones', 'cord is too short', 'fall out of my ears', 'stopped working', 'sound good']"
1318,"JBL Endurance Sprint, Wireless in-Ear Sport Headphone with One-Button Mic/Remote - Yellow (Renewed)",Amazon Renewed,44.99,4.0,0.0,['No Review']
1319,2KV1280 - Sony MDR-E9LP Earphone,Sony,11.08,4.4,7.0,['No Review']
1320,"Sony MDREX750NP Headphones, in-Ear, Mic, Pink",Sony,38.96,,0.0,['No Review']
1321,"JBL TUNE 205BT - Wireless Earbud Headphones, In ear Bluetooth Headphones with Microphone, up to 6-Hour Battery, works with Android and Apple iOS (Rose Gold)",JBL,29.95,4.4,57.0,['No Review']
1322,Sony WF1000X/BM1 Premium Noise Cancelling True Wireless Headphones - Black (WF1000X/B) (Renewed),Amazon Renewed,,2.6,8.0,['No Review']
1323,JVC HAFR36G Marshmallow Inner Ear Headphones with Microphone and Remote (Green),JVC,,3.5,19.0,"['work well', 'headphones', 'earphones', 'ear', 'microphone']"
1324,Panasonic SAKIOTO Sealed Earbuds (Mint Green) Inner Earphones,Panasonic,,4.0,28.0,['No Review']
1325,SONY DRBT10CX STEREO BLUETOOTH EARBUD HEADSET,Sony,109.99,2.5,6.0,['No Review']
1326,Panasonic RPTCM190V Headphones,Panasonic,20.0,3.5,53.0,"['sound quality', 'earbud', 'fit flush against my ears', 'great sound', 'sound is good', 'headphones for the price', 'earbuds', 'button', 'cord', 'expensive', 'mic', 'calls', 'remote', 'volume', 'wires', 'control']"
1327,Skullcandy Riff 3.5mm Stereo Headset for Phones - Retail Packaging - Pink,Skullcandy,,3.8,53.0,['No Review']
1328,JVC In-Ear Headphones with 1-Button Remote Control and Microphone,JVC,26.99,3.8,7.0,['No Review']
1329,Powerbeats Pro Totally Wireless Earphones - Apple H1 Chip - Lava Red with AppleCare+ Bundle,Beats,228.95,4.6,6.0,['No Review']
1330,"Philips SHE2675WT/28 In-Ear Headset, White (Discontinued by Manufacturer)",PHILIPS,19.5,3.7,24.0,['No Review']
1331,"Shure SE215LTD Limited Edition Sound Isolating Earphones with Enhanced Bass, Blue",Shure,,3.8,50.0,"['limited edition', 'bass response', 'noise isolation', 'sound great', 'much better', 'bit more bass', 'great sound', 'love the sound', 'cable', 'ear', 'headphones', 'ltd', 'cord', 'earphone', 'listen', 'sounds']"
1332,Panasonic Canal type earphone High resolution sound source compatible RP-HDE3M-K （Black)(Japan Domestic genuine products),Panasonic,93.89,4.7,4.0,['No Review']
1333,"Jabra Elite 65t Earbuds – Alexa Built-In, True Wireless Earbuds with Charging Case, Titanium Black – Bluetooth Earbuds Engineered for the Best True Wireless Calls and Music Experience",Jabra,90.95,4.0,12073.0,"['sound quality', 'battery life', 'left earbud', 'wireless earbuds', 'true wireless', 'right earbud', 'noise cancellation', 'stopped working', 'earbud', 'left ear', 'noise cancelling', 'listening to music', 'call quality']"
1334,Monster MH-ISRT-WL-IE-BL-BT-WW iSport Bluetooth Wireless in-Ear Headphones in Blue with Polishing Cloth,Monster,29.95,,0.0,['No Review']
1335,"Sony MDREX155AP in-Ear Earbud Headphones/Headset with mic for Phone Call, Black (MDR-EX155AP/B)",Sony,,4.4,644.0,"['volume control', 'sound quality', 'phone calls', 'stopped working', 'earbuds', 'pretty good', 'bang for your buck', 'good sound', 'great sound', 'in-ear headphones', 'excellent sound', 'another pair', 'sound pretty']"
1336,"Sony WI-SP500 Wireless in-Ear Sports Headphones, Bluetooth Earbuds, Black (International Version)",Sony,47.95,4.2,27.0,"['sound quality', 'earbuds', 'great sound', 'ears', 'sounds', 'headphones', 'stay', 'noise', 'hear', 'youtube']"
1337,JVC HAFX39BTW Marshmallow Wireless in-Ear Headphones White/New,JVC,,2.9,5.0,['No Review']
1338,Sony In Ear Ultra Lightweight Stereo Bass Earbud Headphones (Black),Sony,6.99,4.2,234.0,"['sound quality', 'earbuds', 'small ear', 'good sound', 'headphones', 'earbuds', 'earphones', 'ears', 'bass', 'thin', 'lasted', 'bud', 'decent', 'value', 'model', 'okay', 'prefer', 'stay', 'terrible']"
1339,Panasonic RP-HJE125-K ErgoFit in-Ear Earbud Headphones (Black) - 10 Pack (10 Items),Panasonic,69.99,2.9,2.0,['No Review']
1340,"Philips true Wireless Earbuds, in-Ear Headphone, Bluetooth 5.0, Earbuds with Charging Case, Noise Canceling Headphones with Mic",PHILIPS,69.99,3.7,37.0,['No Review']
1341,JVC Lightweight Water-Resistant Sweat-Proof Active Sport Headphones (Light Blue),JVC,,5.0,0.0,['No Review']
1342,"JVC Gumy Wireless Earbud Headphones, Sweat Proof IPX2, 7 Hours Long Battery Life, Nozzle Fit Earpiece for Secure Fit - HAF250BTP (Pink)",JVC,17.28,4.2,326.0,"['sound quality', 'battery life', 'bluetooth headphones', 'earbuds', 'ear pieces', 'stopped working', 'long time', 'battery last', 'whole day', 'years ago', 'lasts long', 'best buy', 'last me the whole', 'stay in my ears']"
1343,Panasonic Noise Canceling True Wireless Earbuds (Black) EAH-AZ70W-K【Japan Domestic Genuine Products】【Ships from Japan】,Panasonic,,,0.0,['No Review']
1344,"Pioneer SE-CL712T-P in-Ear Headphones with in-line Microphone, Pink",Pioneer,,,0.0,['No Review']
1345,Sony Premium Lightweight Extra Bass Earbud Headphones with In-line Microphone and Remote for Android Smartphone (Black),Sony,49.99,4.2,31.0,['No Review']
1346,Sony MDR-XB50AP Extra Bass Earbud H,Sony,,5.0,0.0,['No Review']
1347,Samsung-U Flex EO-BG950CLEGUS Wireless in-Ear Flexible Headphones with Microphone - Blue,SAMSUNG,,4.3,293.0,"['battery life', 'sound quality', 'great sound', 'much better', 'around the neck', 'earbuds', 'good sound', 'quality of this headset', 'life is great', 'great quality', 'quality is great', 'headphones', 'bluetooth']"
